Book,Hadith Number,Narrator Present (Yes/No),Narrator Value,Authenticated Extraction,Extraction Method,Verification Status,Reason if Narrator missing/mismatch,Arabic Present (Yes/No),Translation Present (Yes/No),Reference Present (Yes/No),Grade Present (Yes/No),Source Provider,Book Slug
Sahih Muslim,7559,Yes,Ibn 'Umar,Ibn 'Umar,en:x_reported_that,VERIFIED_MATCH,,Yes,Yes,Yes,No,fawazahmed0/hadith-api@1,muslim
Sahih Muslim,7560,Yes,Ibn 'Umar,Ibn 'Umar,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,No,fawazahmed0/hadith-api@1,muslim
Sahih Muslim,7561,Yes,عيسى بن يونس، كلاهما,عيسى بن يونس، كلاهما,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,No,fawazahmed0/hadith-api@1,muslim
Sahih Muslim,7562,Yes,أبا ذر، يقسم قسما,أبا ذر، يقسم قسما,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,No,fawazahmed0/hadith-api@1,muslim
Sahih Muslim,7563,Yes,Abu Dharr,Abu Dharr,en:this_hadith_auth,VERIFIED_MATCH,,Yes,Yes,Yes,No,fawazahmed0/hadith-api@1,muslim
Sunan Abu Dawood,1,Yes,Mughirah ibn Shu'bah,Mughirah ibn Shu'bah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,2,Yes,Jabir ibn Abdullah,Jabir ibn Abdullah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,3,Yes,Abu al-Tayyah,Abu al-Tayyah,en:x_reported_auth,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,4,Yes,Anas b. Malik,Anas b. Malik,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,5,Yes,"Anas has:"" O Allaah","Anas has:"" O Allaah",en:last_on_authority,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,6,Yes,Zayd ibn Arqam,Zayd ibn Arqam,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,7,Yes,Salman al-Farsi,Salman al-Farsi,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,8,Yes,Abu Hurairah,Abu Hurairah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,9,Yes,Abu Ayyub,Abu Ayyub,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,10,Yes,Ma'qil ibn AbuMa'qil al-Asadi,Ma'qil ibn AbuMa'qil al-Asadi,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,11,Yes,Marwan al-Asfar,Marwan al-Asfar,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,12,Yes,Abd Allaah b. 'Umar,Abd Allaah b. 'Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,13,Yes,Jabir ibn Abdullah,Jabir ibn Abdullah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,14,Yes,Abdullah ibn Umar,Abdullah ibn Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,15,Yes,AbuSa'id al-Khudri,AbuSa'id al-Khudri,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,16,Yes,Ibn 'Umar,Ibn 'Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,17,Yes,Muhajir ibn Qunfudh,Muhajir ibn Qunfudh,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,18,Yes,A'ishah,A'ishah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,19,Yes,Anas ibn Malik,Anas ibn Malik,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,20,Yes,Ibn 'Abbas,Ibn 'Abbas,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,21,Yes,Ibn 'Abbas,Ibn 'Abbas,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,22,Yes,Amr ibn al-'As,Amr ibn al-'As,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,23,Yes,Hudhaifah,Hudhaifah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,24,Yes,Umaymah daughter of Ruqayqah,Umaymah daughter of Ruqayqah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,25,Yes,Abu Hurairah,Abu Hurairah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,26,Yes,Mu'adh ibn Jabal,Mu'adh ibn Jabal,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,27,Yes,Abdullah ibn Mughaffal,Abdullah ibn Mughaffal,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,28,Yes,A Man from the Companions,A Man from the Companions,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,29,Yes,Abdullah ibn Sarjis,Abdullah ibn Sarjis,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,30,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,31,Yes,Abu Qatadah,Abu Qatadah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,32,Yes,"Hafsah, Ummul Mu'minin","Hafsah, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,33,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,34,Yes,عائشة,عائشة,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,35,Yes,AbuHurayrah,AbuHurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,36,Yes,Ruwayfi' ibn Thabit,Ruwayfi' ibn Thabit,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,37,Yes,Abd Allaah b,Abd Allaah b,en:last_on_authority,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,38,Yes,Jabir b. 'Abd Allaah,Jabir b. 'Abd Allaah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,39,Yes,Abdullah ibn Mas'ud,Abdullah ibn Mas'ud,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,40,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,41,Yes,Khuzaymah ibn Thabit,Khuzaymah ibn Thabit,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,42,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,43,Yes,Anas b. Malik,Anas b. Malik,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,44,Yes,AbuHurayrah,AbuHurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,45,Yes,Abu Hurayrah,Abu Hurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,46,Yes,Abu Hurayrah,Abu Hurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,47,Yes,Zayd ibn Khalid al-Juhani,Zayd ibn Khalid al-Juhani,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,48,Yes,Abdullah b. 'Abd Allah b. 'Umar,Abdullah b. 'Abd Allah b. 'Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,49,Yes,Abu Burdah,Abu Burdah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,50,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,51,Yes,المقدام بن شريح,المقدام بن شريح,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,52,Yes,Aishah,Aishah,en:x_narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,53,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,54,Yes,Ammar b. Yasir,Ammar b. Yasir,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,55,Yes,Hudhaifah,Hudhaifah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,56,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,57,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,58,Yes,Ibn 'Abbas,Ibn 'Abbas,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,59,Yes,AbulMalih,AbulMalih,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,60,Yes,Abu Hurairah,Abu Hurairah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,61,Yes,Ali ibn AbuTalib,Ali ibn AbuTalib,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,62,Yes,Abdullah ibn Umar,Abdullah ibn Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,63,Yes,Abdullah ibn Umar,Abdullah ibn Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,64,Yes,Abd Allaah b. 'Umar,Abd Allaah b. 'Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,65,Yes,Abdullah b. 'Umar,Abdullah b. 'Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,66,Yes,AbuSa'id al-Khudri,AbuSa'id al-Khudri,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,67,Yes,AbuSa'id al-Khudri,AbuSa'id al-Khudri,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,68,Yes,Abdullah ibn Abbas,Abdullah ibn Abbas,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,69,Yes,Abu Hurairah,Abu Hurairah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,70,Yes,AbuHurayrah,AbuHurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,71,Yes,Abu Hurairah,Abu Hurairah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,72,Yes,أيوب,أيوب,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,73,Yes,Abu Hurairah,Abu Hurairah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,74,Yes,Ibn Mughaffal,Ibn Mughaffal,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,75,Yes,AbuQatadah,AbuQatadah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,76,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,77,Yes,Aishah,Aishah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,78,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,79,Yes,Ibn 'Umar,Ibn 'Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,80,Yes,Abd Allaah b. 'Umar,Abd Allaah b. 'Umar,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,81,Yes,Humayd al-Himyari,Humayd al-Himyari,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,82,Yes,Hakam ibn Amr,Hakam ibn Amr,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,83,Yes,AbuHurayrah,AbuHurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,84,Yes,Abdullah ibn Mas'ud,Abdullah ibn Mas'ud,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,85,Yes,Alqamah,Alqamah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,86,Yes,التيمم أعجب إلى منه ‏.‏,التيمم أعجب إلى منه ‏.‏,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,87,Yes,Abu Khaldah,Abu Khaldah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,88,Yes,Abdullah ibn al-Arqam,Abdullah ibn al-Arqam,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,89,Yes,Abd Allaah b. Muhammad,Abd Allaah b. Muhammad,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,90,Yes,Thawban,Thawban,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,91,Yes,AbuHurayrah,AbuHurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,92,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,93,Yes,Jabir ibn Abdullah,Jabir ibn Abdullah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,94,Yes,Umm Umarah,Umm Umarah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,95,Yes,Anas,Anas,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,96,Yes,Abdullah ibn Mughaffal,Abdullah ibn Mughaffal,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,97,Yes,‘Abd Allah b. ‘Amr,‘Abd Allah b. ‘Amr,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,98,Yes,"Aisha, Ummul Mu'minin","Aisha, Ummul Mu'minin",en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,99,Yes,محمد بن العلاء,محمد بن العلاء,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,100,Yes,Abdullah ibn Zayd,Abdullah ibn Zayd,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,101,Yes,AbuHurayrah,AbuHurayrah,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,102,Yes,الدراوردي,الدراوردي,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,103,Yes,Abu Hurairah,Abu Hurairah,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,104,Yes,أبي هريرة,أبي هريرة,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,105,Yes,Abu Hurairah,Abu Hurairah,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,106,Yes,"Humran b. Abban, the freed slave of ‘Uthman","Humran b. Abban, the freed slave of ‘Uthman",en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,107,Yes,Humran,Humran,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,108,Yes,‘Abd al-Rahman al-TamiI,‘Abd al-Rahman al-TamiI,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,109,Yes,Abu ‘Alqamah,Abu ‘Alqamah,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,110,Yes,Shaqiq b. Salamah,Shaqiq b. Salamah,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,111,Yes,Ali ibn AbuTalib,Ali ibn AbuTalib,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,112,Yes,‘Abd Khair,‘Abd Khair,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,113,Yes,عبد خير,عبد خير,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,114,Yes,Zirr b. Hubaish,Zirr b. Hubaish,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,115,Yes,عبد الرحمن بن أبي ليلى,عبد الرحمن بن أبي ليلى,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,116,Yes,Abu Hayyah,Abu Hayyah,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,117,Yes,Ibn’Abbas,Ibn’Abbas,en:x_reported_auth,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,118,Yes,his father who,his father who,en:last_on_authority,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,119,Yes,عمرو بن يحيى المازني,عمرو بن يحيى المازني,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,120,Yes,Habban b. Wasi’,Habban b. Wasi’,en:x_reported_auth,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,121,Yes,Al-Miqdam ibn Ma'dikarib al-Kindi,Al-Miqdam ibn Ma'dikarib al-Kindi,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,122,Yes,Al-Miqdam b. Ma’dikarib,Al-Miqdam b. Ma’dikarib,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,123,No,,,,MISSING_UNVERIFIABLE,No verifiable narrator in authenticated English or Arabic isnad,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,124,Yes,AbulAzhar al-Mughirah ibn Farwah and Yazid ibn AbuMalik,AbulAzhar al-Mughirah ibn Farwah and Yazid ibn AbuMalik,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,125,Yes,محمود بن خالد,محمود بن خالد,ar:arabic_isnad_companion,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,126,Yes,Ar-Rubayyi' daughter of Mu'awwidh ibn Afra,Ar-Rubayyi' daughter of Mu'awwidh ibn Afra,en:narrated_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,127,Yes,Ibn ‘Uqail,Ibn ‘Uqail,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,128,Yes,Al-Rubayyi’ daughter of Mu’awwidh b. ‘Afra’,Al-Rubayyi’ daughter of Mu’awwidh b. ‘Afra’,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,129,Yes,Al-Rubayyi’ daughter of Mu’awwidh b. ‘Afra’,Al-Rubayyi’ daughter of Mu’awwidh b. ‘Afra’,en:x_said_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
Sunan Abu Dawood,130,Yes,Al-Rubayyi’,Al-Rubayyi’,en:x_reported_colon,VERIFIED_MATCH,,Yes,Yes,Yes,Yes,fawazahmed0/hadith-api@1,abudawud
